x,y,z
-43,16,2
-42,16,3
-41,16,3
-40,16,3
-39,16,2
-38,16,3
-37,16,0
-36,16,3
-35,16,1
-34,16,3
-33,16,3
-32,16,3
-31,16,3
-30,16,1
-29,16,3
-28,16,1
-27,16,1
-26,16,3
-25,16,3
-24,16,1
-23,16,3
-22,16,3
-21,16,0
-20,16,3
-19,16,2
-18,16,1
-17,16,2
-16,16,2
-15,16,3
-14,16,2
-13,16,3
-12,16,3
-11,16,3
-10,16,3
-9,16,0
-8,16,3
-7,16,2
-6,16,2
-5,16,0
-4,16,2
-3,16,2
-2,16,1
-1,16,2
0,16,1
1,16,2
2,16,1
3,16,2
4,16,2
5,16,0
6,16,2
7,16,2
8,16,3
9,16,0
10,16,3
11,16,3
12,16,3
13,16,3
14,16,2
15,16,3
16,16,2
17,16,2
18,16,1
19,16,2
20,16,3
21,16,0
22,16,3
23,16,3
24,16,1
25,16,3
26,16,3
27,16,1
28,16,1
29,16,3
30,16,1
31,16,3
32,16,3
33,16,3
34,16,3
35,16,1
36,16,3
37,16,0
38,16,3
39,16,2
40,16,3
41,16,3
42,16,3
43,16,2
44,16,3
45,16,2
46,16,0
47,16,2
48,16,3
49,16,0
50,16,2
-50,17,3
-49,17,3
-48,17,2
-47,17,2
-46,17,2
-45,17,0
-44,17,3
-43,17,2
-42,17,3
-41,17,3
-40,17,3
-39,17,0
-38,17,3
-37,17,2
-36,17,2
-35,17,3
-34,17,1
-33,17,3
-32,17,3
-31,17,1
-30,17,3
-29,17,2
-28,17,2
-27,17,3
-26,17,1
-25,17,1
-24,17,3
-23,17,1
-22,17,1
-21,17,2
-20,17,2
-19,17,3
-18,17,2
-17,17,0
-16,17,2
-15,17,1
-14,17,2
-13,17,3
-12,17,2
-11,17,0
-10,17,3
-9,17,2
-8,17,3
-7,17,1
-6,17,1
-5,17,3
-4,17,1
-3,17,2
-2,17,3
-1,17,2
0,17,3
1,17,2
2,17,3
3,17,2
4,17,1
5,17,3
6,17,1
7,17,1
8,17,3
9,17,2
10,17,3
11,17,0
12,17,2
13,17,3
14,17,2
15,17,1
16,17,2
17,17,0
18,17,2
19,17,3
20,17,2
21,17,2
22,17,1
23,17,1
24,17,3
25,17,1
26,17,1
27,17,3
28,17,2
29,17,2
30,17,3
31,17,1
32,17,3
33,17,3
34,17,1
35,17,3
36,17,2
37,17,2
38,17,3
39,17,0
40,17,3
41,17,3
42,17,3
43,17,2
44,17,3
45,17,0
46,17,2
47,17,2
48,17,2
49,17,3
50,17,3
-50,18,0
-49,18,2
-48,18,3
-47,18,3
-46,18,3
-45,18,3
-44,18,2
-43,18,2
-42,18,3
-41,18,3
-40,18,2
-39,18,2
-38,18,2
-37,18,3
-36,18,0
-35,18,3
-34,18,3
-33,18,1
-32,18,1
-31,18,3
-30,18,3
-29,18,0
-28,18,2
-27,18,3
-26,18,2
-25,18,2
-24,18,2
-23,18,3
-22,18,3
-21,18,3
-20,18,3
-19,18,1
-18,18,0
-17,18,2
-16,18,1
-15,18,2
-14,18,3
-13,18,2
-12,18,3
-11,18,3
-10,18,2
-9,18,3
-8,18,1
-7,18,3
-6,18,2
-5,18,1
-4,18,1
-3,18,2
-2,18,3
-1,18,3
0,18,0
1,18,3
2,18,3
3,18,2
4,18,1
5,18,1
6,18,2
7,18,3
8,18,1
9,18,3
10,18,2
11,18,3
12,18,3
13,18,2
14,18,3
15,18,2
16,18,1
17,18,2
18,18,0
19,18,1
20,18,3
21,18,3
22,18,3
23,18,3
24,18,2
25,18,2
26,18,2
27,18,3
28,18,2
29,18,0
30,18,3
31,18,3
32,18,1
33,18,1
34,18,3
35,18,3
36,18,0
37,18,3
38,18,2
39,18,2
40,18,2
41,18,3
42,18,3
43,18,2
44,18,2
45,18,3
46,18,3
47,18,3
48,18,3
49,18,2
50,18,0
-50,19,3
-49,19,2
-48,19,0
-47,19,2
-46,19,2
-45,19,2
-44,19,2
-43,19,2
-42,19,3
-41,19,3
-40,19,0
-39,19,3
-38,19,0
-37,19,3
-36,19,3
-35,19,2
-34,19,3
-33,19,2
-32,19,2
-31,19,3
-30,19,2
-29,19,2
-28,19,0
-27,19,3
-26,19,2
-25,19,2
-24,19,2
-23,19,1
-22,19,3
-21,19,3
-20,19,2
-19,19,2
-18,19,1
-17,19,3
-16,19,2
-15,19,2
-14,19,1
-13,19,2
-12,19,3
-11,19,3
-10,19,2
-9,19,3
-8,19,2
-7,19,0
-6,19,3
-5,19,3
-4,19,2
-3,19,2
-2,19,1
-1,19,3
0,19,3
1,19,3
2,19,1
3,19,2
4,19,2
5,19,3
6,19,3
7,19,0
8,19,2
9,19,3
10,19,2
11,19,3
12,19,3
13,19,2
14,19,1
15,19,2
16,19,2
17,19,3
18,19,1
19,19,2
20,19,2
21,19,3
22,19,3
23,19,1
24,19,2
25,19,2
26,19,2
27,19,3
28,19,0
29,19,2
30,19,2
31,19,3
32,19,2
33,19,2
34,19,3
35,19,2
36,19,3
37,19,3
38,19,0
39,19,3
40,19,0
41,19,3
42,19,3
43,19,2
44,19,2
45,19,2
46,19,2
47,19,2
48,19,0
49,19,2
50,19,3
-50,20,1
-49,20,2
-48,20,2
-47,20,0
-46,20,2
-45,20,2
-44,20,2
-43,20,2
-42,20,3
-41,20,2
-40,20,3
-39,20,2
-38,20,3
-37,20,3
-36,20,0
-35,20,2
-34,20,3
-33,20,2
-32,20,2
-31,20,3
-30,20,0
-29,20,2
-28,20,3
-27,20,3
-26,20,3
-25,20,3
-24,20,3
-23,20,1
-22,20,1
-21,20,3
-20,20,0
-19,20,2
-18,20,3
-17,20,2
-16,20,3
-15,20,3
-14,20,2
-13,20,2
-12,20,2
-11,20,0
-10,20,2
-9,20,0
-8,20,3
-7,20,2
-6,20,2
-5,20,1
-4,20,2
-3,20,3
-2,20,2
-1,20,3
0,20,0
1,20,3
2,20,2
3,20,3
4,20,2
5,20,1
6,20,2
7,20,2
8,20,3
9,20,0
10,20,2
11,20,0
12,20,2
13,20,2
14,20,2
15,20,3
16,20,3
17,20,2
18,20,3
19,20,2
20,20,0
21,20,3
22,20,1
23,20,1
24,20,3
25,20,3
26,20,3
27,20,3
28,20,3
29,20,2
30,20,0
31,20,3
32,20,2
33,20,2
34,20,3
35,20,2
36,20,0
37,20,3
38,20,3
39,20,2
40,20,3
41,20,2
42,20,3
43,20,2
44,20,2
45,20,2
46,20,2
47,20,0
48,20,2
49,20,2
50,20,1
-50,21,0
-49,21,3
-48,21,3
-47,21,3
-46,21,1
-45,21,2
-44,21,2
-43,21,2
-42,21,3
-41,21,2
-40,21,0
-39,21,3
-38,21,0
-37,21,3
-36,21,2
-35,21,0
-34,21,3
-33,21,2
-32,21,2
-31,21,2
-30,21,3
-29,21,3
-28,21,3
-27,21,1
-26,21,2
-25,21,2
-24,21,1
-23,21,3
-22,21,2
-21,21,0
-20,21,3
-19,21,3
-18,21,3
-17,21,2
-16,21,0
-15,21,2
-14,21,2
-13,21,3
-12,21,3
-11,21,1
-10,21,3
-9,21,3
-8,21,3
-7,21,1
-6,21,2
-5,21,3
-4,21,3
-3,21,2
-2,21,2
-1,21,2
0,21,3
1,21,2
2,21,2
3,21,2
4,21,3
5,21,3
6,21,2
7,21,1
8,21,3
9,21,3
10,21,3
11,21,1
12,21,3
13,21,3
14,21,2
15,21,2
16,21,0
17,21,2
18,21,3
19,21,3
20,21,3
21,21,0
22,21,2
23,21,3
24,21,1
25,21,2
26,21,2
27,21,1
28,21,3
29,21,3
30,21,3
31,21,2
32,21,2
33,21,2
34,21,3
35,21,0
36,21,2
37,21,3
38,21,0
39,21,3
40,21,0
41,21,2
42,21,3
43,21,2
44,21,2
45,21,2
46,21,1
47,21,3
48,21,3
49,21,3
50,21,0
-50,22,0
-49,22,1
-48,22,2
-47,22,2
-46,22,1
-45,22,2
-44,22,2
-43,22,2
-42,22,3
-41,22,0
-40,22,2
-39,22,2
-38,22,3
-37,22,3
-36,22,3
-35,22,3
-34,22,2
-33,22,2
-32,22,2
-31,22,2
-30,22,2
-29,22,2
-28,22,1
-27,22,1
-26,22,3
-25,22,3
-24,22,2
-23,22,3
-22,22,0
-21,22,2
-20,22,1
-19,22,3
-18,22,3
-17,22,1
-16,22,3
-15,22,3
-14,22,2
-13,22,1
-12,22,3
-11,22,3
-10,22,3
-9,22,2
-8,22,3
-7,22,2
-6,22,1
-5,22,1
-4,22,3
-3,22,1
-2,22,3
-1,22,3
0,22,2
1,22,3
2,22,3
3,22,1
4,22,3
5,22,1
6,22,1
7,22,2
8,22,3
9,22,2
10,22,3
11,22,3
12,22,3
13,22,1
14,22,2
15,22,3
16,22,3
17,22,1
18,22,3
19,22,3
20,22,1
21,22,2
22,22,0
23,22,3
24,22,2
25,22,3
26,22,3
27,22,1
28,22,1
29,22,2
30,22,2
31,22,2
32,22,2
33,22,2
34,22,2
35,22,3
36,22,3
37,22,3
38,22,3
39,22,2
40,22,2
41,22,0
42,22,3
43,22,2
44,22,2
45,22,2
46,22,1
47,22,2
48,22,2
49,22,1
50,22,0
-50,23,0
-49,23,0
-48,23,3
-47,23,3
-46,23,1
-45,23,2
-44,23,2
-43,23,2
-42,23,2
-41,23,3
-40,23,3
-39,23,3
-38,23,3
-37,23,1
-36,23,3
-35,23,3
-34,23,3
-33,23,3
-32,23,3
-31,23,3
-30,23,3
-29,23,3
-28,23,0
-27,23,3
-26,23,2
-25,23,3
-24,23,2
-23,23,2
-22,23,3
-21,23,3
-20,23,1
-19,23,1
-18,23,3
-17,23,1
-16,23,3
-15,23,3
-14,23,2
-13,23,1
-12,23,3
-11,23,2
-10,23,3
-9,23,3
-8,23,0
-7,23,2
-6,23,0
-5,23,2
-4,23,2
-3,23,1
-2,23,1
-1,23,3
0,23,0
1,23,3
2,23,1
3,23,1
4,23,2
5,23,2
6,23,0
7,23,2
8,23,0
9,23,3
10,23,3
11,23,2
12,23,3
13,23,1
14,23,2
15,23,3
16,23,3
17,23,1
18,23,3
19,23,1
20,23,1
21,23,3
22,23,3
23,23,2
24,23,2
25,23,3
26,23,2
27,23,3
28,23,0
29,23,3
30,23,3
31,23,3
32,23,3
33,23,3
34,23,3
35,23,3
36,23,3
37,23,1
38,23,3
39,23,3
40,23,3
41,23,3
42,23,2
43,23,2
44,23,2
45,23,2
46,23,1
47,23,3
48,23,3
49,23,0
50,23,0
-50,24,0
-49,24,0
-48,24,1
-47,24,1
-46,24,3
-45,24,3
-44,24,3
-43,24,3
-42,24,3
-41,24,3
-40,24,3
-39,24,3
-38,24,1
-37,24,3
-36,24,1
-35,24,3
-34,24,3
-33,24,3
-32,24,3
-31,24,3
-30,24,3
-29,24,2
-28,24,3
-27,24,3
-26,24,0
-25,24,3
-24,24,2
-23,24,2
-22,24,2
-21,24,1
-20,24,3
-19,24,2
-18,24,2
-17,24,3
-16,24,1
-15,24,3
-14,24,3
-13,24,3
-12,24,1
-11,24,3
-10,24,1
-9,24,3
-8,24,3
-7,24,3
-6,24,2
-5,24,2
-4,24,3
-3,24,3
-2,24,3
-1,24,1
0,24,3
1,24,1
2,24,3
3,24,3
4,24,3
5,24,2
6,24,2
7,24,3
8,24,3
9,24,3
10,24,1
11,24,3
12,24,1
13,24,3
14,24,3
15,24,3
16,24,1
17,24,3
18,24,2
19,24,2
20,24,3
21,24,1
22,24,2
23,24,2
24,24,2
25,24,3
26,24,0
27,24,3
28,24,3
29,24,2
30,24,3
31,24,3
32,24,3
33,24,3
34,24,3
35,24,3
36,24,1
37,24,3
38,24,1
39,24,3
40,24,3
41,24,3
42,24,3
43,24,3
44,24,3
45,24,3
46,24,3
47,24,1
48,24,1
49,24,0
50,24,0
-50,25,0
-49,25,0
-48,25,0
-47,25,2
-46,25,3
-45,25,3
-44,25,3
-43,25,3
-42,25,3
-41,25,3
-40,25,3
-39,25,1
-38,25,3
-37,25,1
-36,25,3
-35,25,1
-34,25,3
-33,25,3
-32,25,3
-31,25,3
-30,25,3
-29,25,2
-28,25,0
-27,25,3
-26,25,3
-25,25,2
-24,25,3
-23,25,3
-22,25,3
-21,25,2
-20,25,3
-19,25,2
-18,25,2
-17,25,1
-16,25,3
-15,25,3
-14,25,0
-13,25,2
-12,25,3
-11,25,3
-10,25,1
-9,25,3
-8,25,2
-7,25,2
-6,25,3
-5,25,3
-4,25,0
-3,25,3
-2,25,2
-1,25,3
0,25,3
1,25,3
2,25,2
3,25,3
4,25,0
5,25,3
6,25,3
7,25,2
8,25,2
9,25,3
10,25,1
11,25,3
12,25,3
13,25,2
14,25,0
15,25,3
16,25,3
17,25,1
18,25,2
19,25,2
20,25,3
21,25,2
22,25,3
23,25,3
24,25,3
25,25,2
26,25,3
27,25,3
28,25,0
29,25,2
30,25,3
31,25,3
32,25,3
33,25,3
34,25,3
35,25,1
36,25,3
37,25,1
38,25,3
39,25,1
40,25,3
41,25,3
42,25,3
43,25,3
44,25,3
45,25,3
46,25,3
47,25,2
48,25,0
49,25,0
50,25,0
-50,26,0
-49,26,0
-48,26,0
-47,26,0
-46,26,3
-45,26,3
-44,26,3
-43,26,3
-42,26,3
-41,26,2
-40,26,0
-39,26,2
-38,26,1
-37,26,3
-36,26,1
-35,26,3
-34,26,2
-33,26,3
-32,26,3
-31,26,3
-30,26,3
-29,26,0
-28,26,2
-27,26,3
-26,26,0
-25,26,3
-24,26,0
-23,26,2
-22,26,3
-21,26,2
-20,26,3
-19,26,2
-18,26,2
-17,26,1
-16,26,3
-15,26,2
-14,26,3
-13,26,3
-12,26,3
-11,26,3
-10,26,2
-9,26,0
-8,26,1
-7,26,3
-6,26,2
-5,26,3
-4,26,2
-3,26,3
-2,26,3
-1,26,1
0,26,1
1,26,1
2,26,3
3,26,3
4,26,2
5,26,3
6,26,2
7,26,3
8,26,1
9,26,0
10,26,2
11,26,3
12,26,3
13,26,3
14,26,3
15,26,2
16,26,3
17,26,1
18,26,2
19,26,2
20,26,3
21,26,2
22,26,3
23,26,2
24,26,0
25,26,3
26,26,0
27,26,3
28,26,2
29,26,0
30,26,3
31,26,3
32,26,3
33,26,3
34,26,2
35,26,3
36,26,1
37,26,3
38,26,1
39,26,2
40,26,0
41,26,2
42,26,3
43,26,3
44,26,3
45,26,3
46,26,3
47,26,0
48,26,0
49,26,0
50,26,0
-50,27,0
-49,27,0
-48,27,0
-47,27,0
-46,27,1
-45,27,2
-44,27,2
-43,27,2
-42,27,0
-41,27,2
-40,27,3
-39,27,3
-38,27,2
-37,27,1
-36,27,3
-35,27,3
-34,27,0
-33,27,3
-32,27,3
-31,27,3
-30,27,2
-29,27,3
-28,27,3
-27,27,2
-26,27,3
-25,27,3
-24,27,3
-23,27,3
-22,27,1
-21,27,1
-20,27,3
-19,27,3
-18,27,3
-17,27,3
-16,27,1
-15,27,1
-14,27,2
-13,27,2
-12,27,3
-11,27,3
-10,27,2
-9,27,3
-8,27,2
-7,27,3
-6,27,3
-5,27,0
-4,27,2
-3,27,2
-2,27,3
-1,27,3
0,27,2
1,27,3
2,27,3
3,27,2
4,27,2
5,27,0
6,27,3
7,27,3
8,27,2
9,27,3
10,27,2
11,27,3
12,27,3
13,27,2
14,27,2
15,27,1
16,27,1
17,27,3
18,27,3
19,27,3
20,27,3
21,27,1
22,27,1
23,27,3
24,27,3
25,27,3
26,27,3
27,27,2
28,27,3
29,27,3
30,27,2
31,27,3
32,27,3
33,27,3
34,27,0
35,27,3
36,27,3
37,27,1
38,27,2
39,27,3
40,27,3
41,27,2
42,27,0
43,27,2
44,27,2
45,27,2
46,27,1
47,27,0
48,27,0
49,27,0
50,27,0
-50,28,0
-49,28,0
-48,28,0
-47,28,0
-46,28,0
-45,28,3
-44,28,3
-43,28,1
-42,28,3
-41,28,3
-40,28,3
-39,28,3
-38,28,0
-37,28,3
-36,28,3
-35,28,1
-34,28,2
-33,28,1
-32,28,3
-31,28,3
-30,28,2
-29,28,2
-28,28,0
-27,28,3
-26,28,2
-25,28,0
-24,28,3
-23,28,0
-22,28,1
-21,28,3
-20,28,3
-19,28,0
-18,28,2
-17,28,2
-16,28,1
-15,28,3
-14,28,0
-13,28,3
-12,28,0
-11,28,2
-10,28,3
-9,28,2
-8,28,1
-7,28,3
-6,28,3
-5,28,2
-4,28,2
-3,28,3
-2,28,0
-1,28,3
0,28,1
1,28,3
2,28,0
3,28,3
4,28,2
5,28,2
6,28,3
7,28,3
8,28,1
9,28,2
10,28,3
11,28,2
12,28,0
13,28,3
14,28,0
15,28,3
16,28,1
17,28,2
18,28,2
19,28,0
20,28,3
21,28,3
22,28,1
23,28,0
24,28,3
25,28,0
26,28,2
27,28,3
28,28,0
29,28,2
30,28,2
31,28,3
32,28,3
33,28,1
34,28,2
35,28,1
36,28,3
37,28,3
38,28,0
39,28,3
40,28,3
41,28,3
42,28,3
43,28,1
44,28,3
45,28,3
46,28,0
47,28,0
48,28,0
49,28,0
50,28,0
-50,29,0
-49,29,0
-48,29,0
-47,29,0
-46,29,0
-45,29,1
-44,29,1
-43,29,3
-42,29,3
-41,29,3
-40,29,3
-39,29,1
-38,29,2
-37,29,3
-36,29,2
-35,29,3
-34,29,0
-33,29,3
-32,29,1
-31,29,3
-30,29,2
-29,29,0
-28,29,2
-27,29,3
-26,29,0
-25,29,2
-24,29,2
-23,29,3
-22,29,2
-21,29,3
-20,29,2
-19,29,2
-18,29,0
-17,29,2
-16,29,3
-15,29,1
-14,29,2
-13,29,2
-12,29,3
-11,29,3
-10,29,3
-9,29,2
-8,29,2
-7,29,0
-6,29,2
-5,29,3
-4,29,2
-3,29,3
-2,29,2
-1,29,3
0,29,0
1,29,3
2,29,2
3,29,3
4,29,2
5,29,3
6,29,2
7,29,0
8,29,2
9,29,2
10,29,3
11,29,3
12,29,3
13,29,2
14,29,2
15,29,1
16,29,3
17,29,2
18,29,0
19,29,2
20,29,2
21,29,3
22,29,2
23,29,3
24,29,2
25,29,2
26,29,0
27,29,3
28,29,2
29,29,0
30,29,2
31,29,3
32,29,1
33,29,3
34,29,0
35,29,3
36,29,2
37,29,3
38,29,2
39,29,1
40,29,3
41,29,3
42,29,3
43,29,3
44,29,1
45,29,1
46,29,0
47,29,0
48,29,0
49,29,0
50,29,0
-50,30,0
-49,30,0
-48,30,0
-47,30,0
-46,30,0
-45,30,0
-44,30,2
-43,30,3
-42,30,3
-41,30,3
-40,30,1
-39,30,3
-38,30,2
-37,30,3
-36,30,0
-35,30,3
-34,30,2
-33,30,2
-32,30,3
-31,30,1
-30,30,0
-29,30,2
-28,30,2
-27,30,2
-26,30,3
-25,30,3
-24,30,3
-23,30,3
-22,30,2
-21,30,3
-20,30,0
-19,30,2
-18,30,3
-17,30,3
-16,30,1
-15,30,3
-14,30,2
-13,30,2
-12,30,2
-11,30,2
-10,30,2
-9,30,1
-8,30,2
-7,30,2
-6,30,2
-5,30,2
-4,30,1
-3,30,3
-2,30,3
-1,30,1
0,30,3
1,30,1
2,30,3
3,30,3
4,30,1
5,30,2
6,30,2
7,30,2
8,30,2
9,30,1
10,30,2
11,30,2
12,30,2
13,30,2
14,30,2
15,30,3
16,30,1
17,30,3
18,30,3
19,30,2
20,30,0
21,30,3
22,30,2
23,30,3
24,30,3
25,30,3
26,30,3
27,30,2
28,30,2
29,30,2
30,30,0
31,30,1
32,30,3
33,30,2
34,30,2
35,30,3
36,30,0
37,30,3
38,30,2
39,30,3
40,30,1
41,30,3
42,30,3
43,30,3
44,30,2
45,30,0
46,30,0
47,30,0
48,30,0
49,30,0
50,30,0
-50,31,0
-49,31,0
-48,31,0
-47,31,0
-46,31,0
-45,31,0
-44,31,0
-43,31,3
-42,31,3
-41,31,1
-40,31,3
-39,31,3
-38,31,2
-37,31,1
-36,31,2
-35,31,2
-34,31,3
-33,31,0
-32,31,3
-31,31,2
-30,31,1
-29,31,3
-28,31,3
-27,31,3
-26,31,3
-25,31,3
-24,31,3
-23,31,3
-22,31,2
-21,31,2
-20,31,3
-19,31,3
-18,31,3
-17,31,1
-16,31,3
-15,31,3
-14,31,2
-13,31,3
-12,31,3
-11,31,3
-10,31,3
-9,31,3
-8,31,0
-7,31,3
-6,31,2
-5,31,2
-4,31,2
-3,31,0
-2,31,2
-1,31,3
0,31,3
1,31,3
2,31,2
3,31,0
4,31,2
5,31,2
6,31,2
7,31,3
8,31,0
9,31,3
10,31,3
11,31,3
12,31,3
13,31,3
14,31,2
15,31,3
16,31,3
17,31,1
18,31,3
19,31,3
20,31,3
21,31,2
22,31,2
23,31,3
24,31,3
25,31,3
26,31,3
27,31,3
28,31,3
29,31,3
30,31,1
31,31,2
32,31,3
33,31,0
34,31,3
35,31,2
36,31,2
37,31,1
38,31,2
39,31,3
40,31,3
41,31,1
42,31,3
43,31,3
44,31,0
45,31,0
46,31,0
47,31,0
48,31,0
49,31,0
50,31,0
-50,32,0
-49,32,0
-48,32,0
-47,32,0
-46,32,0
-45,32,0
-44,32,0
-43,32,1
-42,32,1
-41,32,3
-40,32,3
-39,32,3
-38,32,0
-37,32,3
-36,32,2
-35,32,0
-34,32,3
-33,32,3
-32,32,2
-31,32,3
-30,32,3
-29,32,1
-28,32,3
-27,32,3
-26,32,3
-25,32,3
-24,32,3
-23,32,3
-22,32,2
-21,32,2
-20,32,2
-19,32,2
-18,32,1
-17,32,3
-16,32,3
-15,32,3
-14,32,3
-13,32,0
-12,32,2
-11,32,2
-10,32,3
-9,32,3
-8,32,2
-7,32,3
-6,32,2
-5,32,2
-4,32,3
-3,32,3
-2,32,3
-1,32,2
0,32,2
1,32,2
2,32,3
3,32,3
4,32,3
5,32,2
6,32,2
7,32,3
8,32,2
9,32,3
10,32,3
11,32,2
12,32,2
13,32,0
14,32,3
15,32,3
16,32,3
17,32,3
18,32,1
19,32,2
20,32,2
21,32,2
22,32,2
23,32,3
24,32,3
25,32,3
26,32,3
27,32,3
28,32,3
29,32,1
30,32,3
31,32,3
32,32,2
33,32,3
34,32,3
35,32,0
36,32,2
37,32,3
38,32,0
39,32,3
40,32,3
41,32,3
42,32,1
43,32,1
44,32,0
45,32,0
46,32,0
47,32,0
48,32,0
49,32,0
50,32,0
-50,33,0
-49,33,0
-48,33,0
-47,33,0
-46,33,0
-45,33,0
-44,33,0
-43,33,0
-42,33,2
-41,33,3
-40,33,3
-39,33,2
-38,33,2
-37,33,3
-36,33,0
-35,33,2
-34,33,3
-33,33,0
-32,33,3
-31,33,0
-30,33,2
-29,33,3
-28,33,1
-27,33,3
-26,33,3
-25,33,3
-24,33,3
-23,33,3
-22,33,2
-21,33,2
-20,33,2
-19,33,2
-18,33,1
-17,33,3
-16,33,3
-15,33,3
-14,33,3
-13,33,2
-12,33,0
-11,33,3
-10,33,0
-9,33,2
-8,33,3
-7,33,3
-6,33,2
-5,33,3
-4,33,0
-3,33,3
-2,33,0
-1,33,3
0,33,2
