x,y,z
1,33,3
2,33,0
3,33,3
4,33,0
5,33,3
6,33,2
7,33,3
8,33,3
9,33,2
10,33,0
11,33,3
12,33,0
13,33,2
14,33,3
15,33,3
16,33,3
17,33,3
18,33,1
19,33,2
20,33,2
21,33,2
22,33,2
23,33,3
24,33,3
25,33,3
26,33,3
27,33,3
28,33,1
29,33,3
30,33,2
31,33,0
32,33,3
33,33,0
34,33,3
35,33,2
36,33,0
37,33,3
38,33,2
39,33,2
40,33,3
41,33,3
42,33,2
43,33,0
44,33,0
45,33,0
46,33,0
47,33,0
48,33,0
49,33,0
50,33,0
-50,34,0
-49,34,0
-48,34,0
-47,34,0
-46,34,0
-45,34,0
-44,34,0
-43,34,0
-42,34,0
-41,34,3
-40,34,3
-39,34,0
-38,34,3
-37,34,2
-36,34,3
-35,34,3
-34,34,2
-33,34,3
-32,34,3
-31,34,3
-30,34,2
-29,34,0
-28,34,2
-27,34,0
-26,34,2
-25,34,3
-24,34,3
-23,34,3
-22,34,2
-21,34,3
-20,34,3
-19,34,3
-18,34,3
-17,34,1
-16,34,3
-15,34,3
-14,34,3
-13,34,2
-12,34,3
-11,34,2
-10,34,3
-9,34,3
-8,34,3
-7,34,3
-6,34,2
-5,34,3
-4,34,2
-3,34,2
-2,34,2
-1,34,3
0,34,2
1,34,3
2,34,2
3,34,2
4,34,2
5,34,3
6,34,2
7,34,3
8,34,3
9,34,3
10,34,3
11,34,2
12,34,3
13,34,2
14,34,3
15,34,3
16,34,3
17,34,1
18,34,3
19,34,3
20,34,3
21,34,3
22,34,2
23,34,3
24,34,3
25,34,3
26,34,2
27,34,0
28,34,2
29,34,0
30,34,2
31,34,3
32,34,3
33,34,3
34,34,2
35,34,3
36,34,3
37,34,2
38,34,3
39,34,0
40,34,3
41,34,3
42,34,0
43,34,0
44,34,0
45,34,0
46,34,0
47,34,0
48,34,0
49,34,0
50,34,0
-50,35,0
-49,35,0
-48,35,0
-47,35,0
-46,35,0
-45,35,0
-44,35,0
-43,35,0
-42,35,0
-41,35,1
-40,35,1
-39,35,2
-38,35,3
-37,35,2
-36,35,2
-35,35,0
-34,35,3
-33,35,2
-32,35,0
-31,35,2
-30,35,3
-29,35,3
-28,35,1
-27,35,3
-26,35,3
-25,35,1
-24,35,3
-23,35,3
-22,35,3
-21,35,0
-20,35,2
-19,35,2
-18,35,3
-17,35,3
-16,35,1
-15,35,3
-14,35,3
-13,35,3
-12,35,0
-11,35,3
-10,35,2
-9,35,2
-8,35,2
-7,35,2
-6,35,1
-5,35,3
-4,35,3
-3,35,0
-2,35,3
-1,35,3
0,35,2
1,35,3
2,35,3
3,35,0
4,35,3
5,35,3
6,35,1
7,35,2
8,35,2
9,35,2
10,35,2
11,35,3
12,35,0
13,35,3
14,35,3
15,35,3
16,35,1
17,35,3
18,35,3
19,35,2
20,35,2
21,35,0
22,35,3
23,35,3
24,35,3
25,35,1
26,35,3
27,35,3
28,35,1
29,35,3
30,35,3
31,35,2
32,35,0
33,35,2
34,35,3
35,35,0
36,35,2
37,35,2
38,35,3
39,35,2
40,35,1
41,35,1
42,35,0
43,35,0
44,35,0
45,35,0
46,35,0
47,35,0
48,35,0
49,35,0
50,35,0
-50,36,0
-49,36,0
-48,36,0
-47,36,0
-46,36,0
-45,36,0
-44,36,0
-43,36,0
-42,36,0
-41,36,0
-40,36,2
-39,36,2
-38,36,3
-37,36,2
-36,36,0
-35,36,2
-34,36,3
-33,36,0
-32,36,2
-31,36,2
-30,36,0
-29,36,2
-28,36,3
-27,36,3
-26,36,1
-25,36,3
-24,36,1
-23,36,3
-22,36,3
-21,36,2
-20,36,0
-19,36,3
-18,36,0
-17,36,2
-16,36,3
-15,36,1
-14,36,3
-13,36,3
-12,36,2
-11,36,3
-10,36,2
-9,36,2
-8,36,2
-7,36,2
-6,36,2
-5,36,0
-4,36,2
-3,36,1
-2,36,2
-1,36,2
0,36,1
1,36,2
2,36,2
3,36,1
4,36,2
5,36,0
6,36,2
7,36,2
8,36,2
9,36,2
10,36,2
11,36,3
12,36,2
13,36,3
14,36,3
15,36,1
16,36,3
17,36,2
18,36,0
19,36,3
20,36,0
21,36,2
22,36,3
23,36,3
24,36,1
25,36,3
26,36,1
27,36,3
28,36,3
29,36,2
30,36,0
31,36,2
32,36,2
33,36,0
34,36,3
35,36,2
36,36,0
37,36,2
38,36,3
39,36,2
40,36,2
41,36,0
42,36,0
43,36,0
44,36,0
45,36,0
46,36,0
47,36,0
48,36,0
49,36,0
50,36,0
-50,37,0
-49,37,0
-48,37,0
-47,37,0
-46,37,0
-45,37,0
-44,37,0
-43,37,0
-42,37,0
-41,37,0
-40,37,0
-39,37,2
-38,37,3
-37,37,0
-36,37,2
-35,37,2
-34,37,2
-33,37,3
-32,37,3
-31,37,1
-30,37,3
-29,37,3
-28,37,3
-27,37,1
-26,37,3
-25,37,1
-24,37,3
-23,37,1
-22,37,3
-21,37,3
-20,37,3
-19,37,3
-18,37,3
-17,37,2
-16,37,0
-15,37,2
-14,37,0
-13,37,2
-12,37,3
-11,37,3
-10,37,2
-9,37,2
-8,37,3
-7,37,3
-6,37,3
-5,37,3
-4,37,1
-3,37,3
-2,37,3
-1,37,3
0,37,2
1,37,3
2,37,3
3,37,3
4,37,1
5,37,3
6,37,3
7,37,3
8,37,3
9,37,2
10,37,2
11,37,3
12,37,3
13,37,2
14,37,0
15,37,2
16,37,0
17,37,2
18,37,3
19,37,3
20,37,3
21,37,3
22,37,3
23,37,1
24,37,3
25,37,1
26,37,3
27,37,1
28,37,3
29,37,3
30,37,3
31,37,1
32,37,3
33,37,3
34,37,2
35,37,2
36,37,2
37,37,0
38,37,3
39,37,2
40,37,0
41,37,0
42,37,0
43,37,0
44,37,0
45,37,0
46,37,0
47,37,0
48,37,0
49,37,0
50,37,0
-50,38,0
-49,38,0
-48,38,0
-47,38,0
-46,38,0
-45,38,0
-44,38,0
-43,38,0
-42,38,0
-41,38,0
-40,38,0
-39,38,0
-38,38,2
-37,38,3
-36,38,3
-35,38,3
-34,38,3
-33,38,2
-32,38,0
-31,38,2
-30,38,2
-29,38,2
-28,38,0
-27,38,2
-26,38,1
-25,38,3
-24,38,1
-23,38,3
-22,38,3
-21,38,0
-20,38,3
-19,38,0
-18,38,2
-17,38,3
-16,38,3
-15,38,1
-14,38,3
-13,38,3
-12,38,3
-11,38,3
-10,38,2
-9,38,3
-8,38,0
-7,38,2
-6,38,2
-5,38,3
-4,38,3
-3,38,3
-2,38,2
-1,38,2
0,38,1
1,38,2
2,38,2
3,38,3
4,38,3
5,38,3
6,38,2
7,38,2
8,38,0
9,38,3
10,38,2
11,38,3
12,38,3
13,38,3
14,38,3
15,38,1
16,38,3
17,38,3
18,38,2
19,38,0
20,38,3
21,38,0
22,38,3
23,38,3
24,38,1
25,38,3
26,38,1
27,38,2
28,38,0
29,38,2
30,38,2
31,38,2
32,38,0
33,38,2
34,38,3
35,38,3
36,38,3
37,38,3
38,38,2
39,38,0
40,38,0
41,38,0
42,38,0
43,38,0
44,38,0
45,38,0
46,38,0
47,38,0
48,38,0
49,38,0
50,38,0
-50,39,0
-49,39,0
-48,39,0
-47,39,0
-46,39,0
-45,39,0
-44,39,0
-43,39,0
-42,39,0
-41,39,0
-40,39,0
-39,39,0
-38,39,0
-37,39,2
-36,39,2
-35,39,2
-34,39,0
-33,39,2
-32,39,3
-31,39,3
-30,39,3
-29,39,1
-28,39,3
-27,39,3
-26,39,2
-25,39,1
-24,39,3
-23,39,3
-22,39,2
-21,39,3
-20,39,2
-19,39,3
-18,39,2
-17,39,0
-16,39,2
-15,39,3
-14,39,3
-13,39,3
-12,39,3
-11,39,3
-10,39,2
-9,39,3
-8,39,2
-7,39,0
-6,39,3
-5,39,0
-4,39,3
-3,39,0
-2,39,3
-1,39,2
0,39,0
1,39,2
2,39,3
3,39,0
4,39,3
5,39,0
6,39,3
7,39,0
8,39,2
9,39,3
10,39,2
11,39,3
12,39,3
13,39,3
14,39,3
15,39,3
16,39,2
17,39,0
18,39,2
19,39,3
20,39,2
21,39,3
22,39,2
23,39,3
24,39,3
25,39,1
26,39,2
27,39,3
28,39,3
29,39,1
30,39,3
31,39,3
32,39,3
33,39,2
34,39,0
35,39,2
36,39,2
37,39,2
38,39,0
39,39,0
40,39,0
41,39,0
42,39,0
43,39,0
44,39,0
45,39,0
46,39,0
47,39,0
48,39,0
49,39,0
50,39,0
-50,40,0
-49,40,0
-48,40,0
-47,40,0
-46,40,0
-45,40,0
-44,40,0
-43,40,0
-42,40,0
-41,40,0
-40,40,0
-39,40,0
-38,40,0
-37,40,0
-36,40,2
-35,40,1
-34,40,3
-33,40,3
-32,40,3
-31,40,3
-30,40,1
-29,40,3
-28,40,3
-27,40,3
-26,40,0
-25,40,3
-24,40,3
-23,40,3
-22,40,2
-21,40,0
-20,40,3
-19,40,0
-18,40,2
-17,40,3
-16,40,3
-15,40,3
-14,40,3
-13,40,3
-12,40,3
-11,40,3
-10,40,2
-9,40,3
-8,40,2
-7,40,3
-6,40,2
-5,40,2
-4,40,2
-3,40,2
-2,40,3
-1,40,0
0,40,3
1,40,0
2,40,3
3,40,2
4,40,2
5,40,2
6,40,2
7,40,3
8,40,2
9,40,3
10,40,2
11,40,3
12,40,3
13,40,3
14,40,3
15,40,3
16,40,3
17,40,3
18,40,2
19,40,0
20,40,3
21,40,0
22,40,2
23,40,3
24,40,3
25,40,3
26,40,0
27,40,3
28,40,3
29,40,3
30,40,1
31,40,3
32,40,3
33,40,3
34,40,3
35,40,1
36,40,2
37,40,0
38,40,0
39,40,0
40,40,0
41,40,0
42,40,0
43,40,0
44,40,0
45,40,0
46,40,0
47,40,0
48,40,0
49,40,0
50,40,0
-50,41,0
-49,41,0
-48,41,0
-47,41,0
-46,41,0
-45,41,0
-44,41,0
-43,41,0
-42,41,0
-41,41,0
-40,41,0
-39,41,0
-38,41,0
-37,41,0
-36,41,0
-35,41,1
-34,41,3
-33,41,3
-32,41,3
-31,41,1
-30,41,3
-29,41,3
-28,41,3
-27,41,2
-26,41,2
-25,41,3
-24,41,3
-23,41,3
-22,41,0
-21,41,2
-20,41,2
-19,41,3
-18,41,3
-17,41,3
-16,41,3
-15,41,3
-14,41,3
-13,41,3
-12,41,3
-11,41,3
-10,41,2
-9,41,3
-8,41,3
-7,41,0
-6,41,2
-5,41,3
-4,41,0
-3,41,3
-2,41,2
-1,41,2
0,41,3
1,41,2
2,41,2
3,41,3
4,41,0
5,41,3
6,41,2
7,41,0
8,41,3
9,41,3
10,41,2
11,41,3
12,41,3
13,41,3
14,41,3
15,41,3
16,41,3
17,41,3
18,41,3
19,41,3
20,41,2
21,41,2
22,41,0
23,41,3
24,41,3
25,41,3
26,41,2
27,41,2
28,41,3
29,41,3
30,41,3
31,41,1
32,41,3
33,41,3
34,41,3
35,41,1
36,41,0
37,41,0
38,41,0
39,41,0
40,41,0
41,41,0
42,41,0
43,41,0
44,41,0
45,41,0
46,41,0
47,41,0
48,41,0
49,41,0
50,41,0
-50,42,0
-49,42,0
-48,42,0
-47,42,0
-46,42,0
-45,42,0
-44,42,0
-43,42,0
-42,42,0
-41,42,0
-40,42,0
-39,42,0
-38,42,0
-37,42,0
-36,42,0
-35,42,0
-34,42,0
-33,42,2
-32,42,1
-31,42,3
-30,42,3
-29,42,3
-28,42,3
-27,42,0
-26,42,3
-25,42,3
-24,42,3
-23,42,2
-22,42,3
-21,42,3
-20,42,3
-19,42,3
-18,42,3
-17,42,3
-16,42,3
-15,42,3
-14,42,3
-13,42,3
-12,42,3
-11,42,3
-10,42,2
-9,42,3
-8,42,3
-7,42,2
-6,42,0
-5,42,3
-4,42,3
-3,42,3
-2,42,0
-1,42,3
0,42,3
1,42,3
2,42,0
3,42,3
4,42,3
5,42,3
6,42,0
7,42,2
8,42,3
9,42,3
10,42,2
11,42,3
12,42,3
13,42,3
14,42,3
15,42,3
16,42,3
17,42,3
18,42,3
19,42,3
20,42,3
21,42,3
22,42,3
23,42,2
24,42,3
25,42,3
26,42,3
27,42,0
28,42,3
29,42,3
30,42,3
31,42,3
32,42,1
33,42,2
34,42,0
35,42,0
36,42,0
37,42,0
38,42,0
39,42,0
40,42,0
41,42,0
42,42,0
43,42,0
44,42,0
45,42,0
46,42,0
47,42,0
48,42,0
49,42,0
50,42,0
-50,43,0
-49,43,0
-48,43,0
-47,43,0
-46,43,0
-45,43,0
-44,43,0
-43,43,0
-42,43,0
-41,43,0
-40,43,0
-39,43,0
-38,43,0
-37,43,0
-36,43,0
-35,43,0
-34,43,0
-33,43,0
-32,43,1
-31,43,3
-30,43,3
-29,43,3
-28,43,1
-27,43,2
-26,43,3
-25,43,3
-24,43,3
-23,43,2
-22,43,2
-21,43,2
-20,43,2
-19,43,2
-18,43,2
-17,43,2
-16,43,2
-15,43,2
-14,43,2
-13,43,2
-12,43,2
-11,43,2
-10,43,1
-9,43,3
-8,43,3
-7,43,2
-6,43,2
-5,43,3
-4,43,0
-3,43,3
-2,43,2
-1,43,3
0,43,3
1,43,3
2,43,2
3,43,3
4,43,0
5,43,3
6,43,2
7,43,2
8,43,3
9,43,3
10,43,1
11,43,2
12,43,2
13,43,2
14,43,2
15,43,2
16,43,2
17,43,2
18,43,2
19,43,2
20,43,2
21,43,2
22,43,2
23,43,2
24,43,3
25,43,3
26,43,3
27,43,2
28,43,1
29,43,3
30,43,3
31,43,3
32,43,1
33,43,0
34,43,0
35,43,0
36,43,0
37,43,0
38,43,0
39,43,0
40,43,0
41,43,0
42,43,0
43,43,0
44,43,0
45,43,0
46,43,0
47,43,0
48,43,0
49,43,0
50,43,0
-50,44,0
-49,44,0
-48,44,0
-47,44,0
-46,44,0
-45,44,0
-44,44,0
-43,44,0
-42,44,0
-41,44,0
-40,44,0
-39,44,0
-38,44,0
-37,44,0
-36,44,0
-35,44,0
-34,44,0
-33,44,0
-32,44,0
-31,44,0
-30,44,2
-29,44,1
-28,44,3
-27,44,2
-26,44,3
-25,44,3
-24,44,3
-23,44,2
-22,44,2
-21,44,2
-20,44,2
-19,44,2
-18,44,2
-17,44,3
-16,44,3
-15,44,3
-14,44,3
-13,44,3
-12,44,3
-11,44,3
-10,44,3
-9,44,1
-8,44,3
-7,44,2
-6,44,3
-5,44,1
-4,44,2
-3,44,1
-2,44,3
-1,44,3
0,44,3
1,44,3
2,44,3
3,44,1
4,44,2
5,44,1
6,44,3
7,44,2
8,44,3
9,44,1
10,44,3
11,44,3
12,44,3
13,44,3
14,44,3
15,44,3
16,44,3
17,44,3
18,44,2
19,44,2
20,44,2
21,44,2
22,44,2
23,44,2
24,44,3
25,44,3
26,44,3
27,44,2
28,44,3
29,44,1
30,44,2
31,44,0
32,44,0
33,44,0
34,44,0
35,44,0
36,44,0
37,44,0
38,44,0
39,44,0
40,44,0
41,44,0
42,44,0
43,44,0
44,44,0
45,44,0
46,44,0
47,44,0
48,44,0
49,44,0
50,44,0
-50,45,0
-49,45,0
-48,45,0
-47,45,0
-46,45,0
-45,45,0
-44,45,0
-43,45,0
-42,45,0
-41,45,0
-40,45,0
-39,45,0
-38,45,0
-37,45,0
-36,45,0
-35,45,0
-34,45,0
-33,45,0
-32,45,0
-31,45,0
-30,45,0
-29,45,1
-28,45,3
-27,45,2
-26,45,3
-25,45,3
-24,45,3
-23,45,2
-22,45,2
-21,45,2
-20,45,2
-19,45,2
-18,45,3
-17,45,0
-16,45,2
-15,45,2
-14,45,2
-13,45,3
-12,45,3
-11,45,3
-10,45,3
-9,45,3
-8,45,1
-7,45,1
-6,45,3
-5,45,3
-4,45,0
-3,45,3
-2,45,3
-1,45,3
0,45,3
1,45,3
2,45,3
3,45,3
4,45,0
5,45,3
6,45,3
7,45,1
8,45,1
9,45,3
10,45,3
11,45,3
12,45,3
13,45,3
14,45,2
15,45,2
16,45,2
17,45,0
18,45,3
19,45,2
20,45,2
21,45,2
22,45,2
23,45,2
24,45,3
25,45,3
26,45,3
27,45,2
28,45,3
29,45,1
30,45,0
31,45,0
32,45,0
33,45,0
34,45,0
35,45,0
36,45,0
37,45,0
38,45,0
39,45,0
40,45,0
41,45,0
42,45,0
43,45,0
44,45,0
45,45,0
46,45,0
47,45,0
48,45,0
49,45,0
50,45,0
-50,46,0
-49,46,0
-48,46,0
-47,46,0
-46,46,0
-45,46,0
-44,46,0
-43,46,0
-42,46,0
-41,46,0
-40,46,0
-39,46,0
-38,46,0
-37,46,0
-36,46,0
-35,46,0
-34,46,0
-33,46,0
-32,46,0
-31,46,0
-30,46,0
-29,46,0
-28,46,0
-27,46,1
-26,46,3
-25,46,3
-24,46,3
-23,46,1
-22,46,1
-21,46,1
-20,46,2
-19,46,2
-18,46,3
-17,46,2
-16,46,0
-15,46,2
-14,46,3
-13,46,0
-12,46,2
-11,46,2
-10,46,2
-9,46,2
-8,46,1
-7,46,3
-6,46,1
-5,46,3
-4,46,2
-3,46,3
-2,46,3
-1,46,3
0,46,3
1,46,3
2,46,3
3,46,3
4,46,2
5,46,3
6,46,1
7,46,3
8,46,1
9,46,2
10,46,2
11,46,2
12,46,2
13,46,0
14,46,3
15,46,2
16,46,0
17,46,2
18,46,3
19,46,2
20,46,2
21,46,1
22,46,1
23,46,1
24,46,3
25,46,3
26,46,3
27,46,1
28,46,0
29,46,0
30,46,0
31,46,0
32,46,0
33,46,0
34,46,0
35,46,0
36,46,0
37,46,0
38,46,0
39,46,0
40,46,0
41,46,0
42,46,0
43,46,0
44,46,0
45,46,0
46,46,0
47,46,0
48,46,0
49,46,0
50,46,0
-50,47,0
-49,47,0
-48,47,0
-47,47,0
-46,47,0
-45,47,0
-44,47,0
-43,47,0
-42,47,0
-41,47,0
-40,47,0
-39,47,0
-38,47,0
-37,47,0
-36,47,0
-35,47,0
-34,47,0
-33,47,0
-32,47,0
-31,47,0
-30,47,0
-29,47,0
-28,47,0
-27,47,0
-26,47,0
-25,47,2
-24,47,1
-23,47,3
-22,47,2
-21,47,3
-20,47,0
-19,47,2
-18,47,3
-17,47,2
-16,47,2
-15,47,0
-14,47,3
-13,47,2
-12,47,0
-11,47,2
-10,47,3
-9,47,3
-8,47,3
-7,47,1
-6,47,3
-5,47,1
-4,47,3
-3,47,3
-2,47,3
-1,47,3
0,47,3
1,47,3
2,47,3
3,47,3
4,47,3
5,47,1
6,47,3
7,47,1
8,47,3
9,47,3
10,47,3
11,47,2
12,47,0
13,47,2
14,47,3
15,47,0
16,47,2
17,47,2
18,47,3
19,47,2
20,47,0
21,47,3
22,47,2
23,47,3
24,47,1
25,47,2
26,47,0
27,47,0
28,47,0
29,47,0
30,47,0
31,47,0
32,47,0
33,47,0
34,47,0
35,47,0
36,47,0
37,47,0
38,47,0
39,47,0
40,47,0
41,47,0
42,47,0
43,47,0
44,47,0
45,47,0
46,47,0
47,47,0
48,47,0
49,47,0
50,47,0
-50,48,0
-49,48,0
-48,48,0
-47,48,0
-46,48,0
-45,48,0
-44,48,0
-43,48,0
-42,48,0
-41,48,0
-40,48,0
-39,48,0
-38,48,0
-37,48,0
-36,48,0
-35,48,0
-34,48,0
-33,48,0
-32,48,0
-31,48,0
-30,48,0
-29,48,0
-28,48,0
-27,48,0
-26,48,0
-25,48,0
-24,48,1
-23,48,3
-22,48,2
-21,48,3
-20,48,2
-19,48,0
-18,48,3
-17,48,2
-16,48,3
-15,48,3
-14,48,2
-13,48,3
-12,48,3
-11,48,2
-10,48,0
-9,48,2
-8,48,3
-7,48,3
-6,48,1
-5,48,3
-4,48,3
-3,48,3
-2,48,3
-1,48,3
0,48,3
1,48,3
2,48,3
3,48,3
4,48,3
5,48,3
6,48,1
7,48,3
8,48,3
9,48,2
10,48,0
11,48,2
12,48,3
13,48,3
14,48,2
15,48,3
16,48,3
17,48,2
18,48,3
19,48,0
20,48,2
21,48,3
22,48,2
23,48,3
24,48,1
25,48,0
26,48,0
27,48,0
28,48,0
29,48,0
30,48,0
31,48,0
32,48,0
33,48,0
34,48,0
35,48,0
36,48,0
37,48,0
38,48,0
39,48,0
40,48,0
41,48,0
42,48,0
43,48,0
44,48,0
45,48,0
46,48,0
47,48,0
48,48,0
49,48,0
50,48,0
-50,49,0
-49,49,0
-48,49,0
-47,49,0
-46,49,0
-45,49,0
-44,49,0
-43,49,0
-42,49,0
-41,49,0
-40,49,0
-39,49,0
-38,49,0
-37,49,0
-36,49,0
-35,49,0
-34,49,0
-33,49,0
-32,49,0
-31,49,0
-30,49,0
-29,49,0
-28,49,0
-27,49,0
-26,49,0
-25,49,0
-24,49,0
-23,49,0
-22,49,1
-21,49,3
-20,49,2
-19,49,2
-18,49,2
-17,49,3
-16,49,0
-15,49,2
-14,49,3
-13,49,0
-12,49,2
-11,49,2
-10,49,3
-9,49,2
-8,49,0
-7,49,2
-6,49,3
-5,49,3
-4,49,3
-3,49,3
-2,49,3
-1,49,3
0,49,3
1,49,3
2,49,3
3,49,3
4,49,3
5,49,3
6,49,3
7,49,2
8,49,0
9,49,2
10,49,3
11,49,2
12,49,2
13,49,0
14,49,3
15,49,2
16,49,0
17,49,3
18,49,2
19,49,2
20,49,2
21,49,3
22,49,1
23,49,0
24,49,0
25,49,0
26,49,0
27,49,0
28,49,0
29,49,0
30,49,0
31,49,0
32,49,0
33,49,0
34,49,0
35,49,0
36,49,0
37,49,0
38,49,0
39,49,0
40,49,0
41,49,0
42,49,0
43,49,0
44,49,0
45,49,0
46,49,0
47,49,0
48,49,0
49,49,0
50,49,0
-50,50,0
-49,50,0
-48,50,0
-47,50,0
-46,50,0
-45,50,0
-44,50,0
-43,50,0
-42,50,0
-41,50,0
-40,50,0
-39,50,0
-38,50,0
-37,50,0
-36,50,0
-35,50,0
-34,50,0
-33,50,0
-32,50,0
-31,50,0
-30,50,0
-29,50,0
-28,50,0
-27,50,0
-26,50,0
-25,50,0
-24,50,0
-23,50,0
-22,50,0
-21,50,0
-20,50,1
-19,50,3
-18,50,0
-17,50,3
-16,50,2
-15,50,0
-14,50,3
-13,50,2
-12,50,0
-11,50,3
-10,50,0
-9,50,2
-8,50,3
-7,50,3
-6,50,3
-5,50,3
-4,50,3
-3,50,3
-2,50,3
-1,50,3
0,50,3
1,50,3
2,50,3
3,50,3
4,50,3
5,50,3
6,50,3
7,50,3
8,50,3
9,50,2
10,50,0
11,50,3
12,50,0
13,50,2
14,50,3
15,50,0
16,50,2
17,50,3
18,50,0
19,50,3
20,50,1
21,50,0
22,50,0
23,50,0
24,50,0
25,50,0
26,50,0
27,50,0
28,50,0
29,50,0
30,50,0
31,50,0
32,50,0
33,50,0
34,50,0
35,50,0
36,50,0
37,50,0
38,50,0
39,50,0
40,50,0
41,50,0
42,50,0
43,50,0
44,50,0
45,50,0
46,50,0
47,50,0
48,50,0
49,50,0
50,50,0
